company,totalyearlycompensation,yearsofexperience,Masters_Degree,Bachelors_Degree,Doctorate_Degree,state,city
Small,690000,12.0,1,0,0,WA,Seattle
Small,157000,3.0,1,0,0,NY,New York
Small,425000,8.0,0,0,0,CA,San Francisco
Large,280000,5.0,0,1,0,NY,New York
Small,200000,4.0,0,0,0,CA,San Francisco
Small,223000,2.0,1,0,0,CA,Santa Clara
Small,169000,7.0,1,0,0,WA,Seattle
Small,183000,2.0,0,0,0,CA,San Francisco
Small,180000,13.0,0,0,0,CA,Sunnyvale
Small,355000,10.0,1,0,0,CA,San Francisco
Small,240000,4.0,1,0,0,CA,San Francisco
Medium,310000,10.0,0,1,0,CA,San Francisco
Small,230000,10.0,0,0,1,OR,Portland
Small,310000,11.0,0,0,0,CA,Oakland
Small,205000,1.0,0,0,0,NY,New York
Small,160000,4.0,1,0,0,NY,New York
Medium,264000,4.0,0,0,0,CA,Cupertino
Large,535000,15.0,0,0,0,WA,Seattle
Medium,345000,5.0,0,0,1,CA,Sunnyvale
Small,249000,10.0,0,0,0,CA,San Francisco
Large,255000,10.0,0,1,0,WA,Seattle
Small,115000,1.0,0,1,0,WA,Seattle
Small,184000,3.0,0,0,1,OR,Portland
Small,140000,3.0,0,0,0,NY,New York
Small,205000,2.0,1,0,0,CA,San Francisco
Medium,236000,7.0,0,1,0,CA,Mountain View
Small,115000,6.0,1,0,0,TX,Plano
Small,90000,1.0,0,1,0,VA,Arlington
Small,140000,0.0,0,0,1,CA,San Diego
Large,220000,5.0,0,0,0,CA,Menlo Park
Small,262000,2.0,1,0,0,CA,San Francisco
Medium,135000,3.0,0,1,0,NY,New York
Small,300000,5.0,0,0,0,WA,Seattle
Small,140000,4.0,0,0,0,NY,New York
Medium,319000,2.0,0,0,1,CA,Mountain View
Small,176000,7.0,0,1,0,WA,Seattle
Large,294000,4.0,0,0,0,WA,Seattle
Small,195000,15.0,0,0,0,CA,Los Angeles
Small,152000,6.0,0,0,1,IL,Chicago
Large,185000,4.0,1,0,0,CA,San Francisco
Large,300000,17.0,0,1,0,WA,Seattle
Medium,264000,8.0,1,0,0,CA,Mountain View
Small,261000,8.0,0,0,1,CA,Mountain View
Medium,262000,12.0,0,1,0,CA,Mountain View
Large,225000,4.0,1,0,0,NY,New York
Small,150000,2.0,0,0,0,CA,San Francisco
Small,209000,7.0,0,0,1,CA,Mill Valley
Small,170000,5.0,0,0,1,DE,Wilmington
Small,110000,6.0,0,0,0,MI,Dearborn
Small,130000,2.0,1,0,0,CA,Los Angeles
Small,215000,2.0,1,0,0,CA,Sunnyvale
Medium,185000,2.0,1,0,0,CA,Cupertino
Small,93000,1.0,1,0,0,DC,Washington
Small,220000,20.0,0,0,1,CA,San Francisco
Medium,191000,3.0,1,0,0,CA,Los Angeles
Medium,308000,5.0,0,0,1,CA,Redwood City
Small,100000,3.0,0,1,0,TX,Dallas
Small,375000,5.0,0,0,0,CA,Menlo Park
Small,120000,2.0,0,0,0,DC,Washington
Large,240000,0.0,0,0,1,WA,Seattle
Small,188000,5.0,1,0,0,WA,Bellevue
Small,93000,1.0,1,0,0,NY,New York
Large,136000,0.0,0,0,0,WA,Seattle
Large,233000,2.0,0,1,0,NY,New York
Medium,282000,3.0,0,0,1,NY,New York
Small,118000,3.0,0,0,0,TX,Austin
Small,148000,8.0,0,0,0,IL,Northbrook
Large,495000,8.0,0,0,1,CA,Menlo Park
Small,209000,11.0,1,0,0,GA,Atlanta
Medium,235000,0.0,0,0,0,CA,Mountain View
Small,274000,8.0,1,0,0,MA,Boston
Small,138000,8.0,0,0,0,IL,Northbrook
Small,150000,4.0,0,0,0,NY,New York
Small,285000,5.0,0,0,0,NY,New York
Small,207000,6.0,0,0,0,FL,Tampa
Small,220000,2.0,0,0,0,CA,San Francisco
Medium,283000,3.0,0,0,1,CA,Redwood City
Large,183000,1.0,0,0,0,WA,Redmond
Small,157000,4.0,0,1,0,CA,Santa Clara
Medium,263000,3.0,0,0,1,TX,Austin
Small,215000,11.0,0,0,0,WA,Seattle
Small,340000,4.0,0,0,1,NY,New York
Large,200000,6.0,1,0,0,NY,New York
Medium,216000,5.0,1,0,0,VA,Reston
Small,110000,2.0,1,0,0,VA,Fairfax
Small,100000,8.0,0,0,0,VA,Arlington
Small,168000,4.0,0,0,0,CA,San Francisco
Small,105000,7.0,1,0,0,MN,Minneapolis
Small,171000,3.0,0,1,0,NY,New York
Small,216000,6.0,0,0,0,NY,New York
Large,230000,6.0,0,0,0,CA,Menlo Park
Small,150000,5.0,0,0,0,CA,San Francisco
Small,323000,2.0,0,0,1,CA,San Francisco
Small,105000,1.0,1,0,0,NY,New York
Large,173000,2.0,1,0,0,WA,Redmond
Small,95000,6.0,0,1,0,AZ,Phoenix
Small,300000,5.0,0,0,1,CA,San Francisco
Large,280000,5.0,0,0,0,WA,Seattle
Small,294000,1.0,1,0,0,CA,San Jose
Large,163000,5.0,0,1,0,WA,Seattle
Small,313000,21.0,0,0,1,NY,New York
Medium,517000,7.0,1,0,0,WA,Seattle
Small,172000,12.0,1,0,0,DC,Washington
Small,330000,1.0,0,0,0,NY,New York
Large,513000,12.0,0,0,0,WA,Redmond
Large,214000,4.0,1,0,0,WA,Seattle
Large,278000,1.0,0,0,1,CA,Palo Alto
Large,583000,20.0,0,0,1,CA,San Francisco
Large,201000,3.0,0,1,0,CA,Menlo Park
Small,136000,6.0,1,0,0,GA,Atlanta
Small,300000,6.0,0,0,0,CA,San Francisco
Small,178000,5.0,0,0,0,WA,Bellevue
Small,126000,4.0,0,0,0,CA,San Diego
Medium,227000,6.0,0,0,0,TX,Austin
Large,205000,12.0,0,1,0,VA,Arlington
Small,85000,14.0,1,0,0,WA,Seattle
Small,140000,2.0,1,0,0,TX,Austin
Small,75000,3.0,0,1,0,VA,Arlington
Small,204000,7.0,0,0,1,MA,Boston
Small,137000,3.0,1,0,0,NY,New York
Small,111000,6.0,1,0,0,AZ,Chandler
Small,275000,7.0,0,0,0,CA,San Francisco
Small,305000,5.0,0,1,0,WA,Seattle
Medium,152000,9.0,1,0,0,CA,San Francisco
Small,182000,2.0,0,0,1,WA,Seattle
Small,142000,2.0,0,0,0,CA,Foster City
Small,290000,3.0,0,0,0,CA,Sunnyvale
Large,166000,3.0,0,0,0,WA,Redmond
Small,150000,1.0,0,0,0,NJ,Basking Ridge
Small,336000,5.0,0,0,0,CA,San Francisco
Medium,260000,5.0,0,0,0,CA,San Francisco
Large,360000,11.0,0,0,1,CA,San Francisco
Small,149000,3.0,1,0,0,NY,New York
Medium,174000,11.0,1,0,0,SC,Charleston
Large,202000,0.0,0,0,1,WA,Redmond
Small,600000,10.0,0,0,1,CA,Los Angeles
Small,162000,5.0,0,0,0,CA,San Ramon
Small,270000,11.0,0,0,0,WA,Seattle
Medium,455000,8.0,0,1,0,WA,Seattle
Small,550000,4.0,0,0,1,CA,Menlo Park
Small,216000,4.0,0,1,0,CA,San Jose
Small,122000,1.0,0,0,0,TX,Austin
Small,96000,3.0,1,0,0,CO,Longmont
Small,120000,2.0,0,0,0,DC,Washington
Small,176000,2.0,1,0,0,CA,San Jose
Small,172000,10.0,0,1,0,VA,Richmond
Small,236000,5.0,0,1,0,CA,San Francisco
Small,100000,1.0,0,0,0,CA,San Francisco
Small,177000,11.0,1,0,0,CA,San Jose
Small,404000,5.0,0,0,1,MA,Boston
Small,128000,5.0,1,0,0,DC,Washington
Medium,213000,9.0,1,0,0,CA,Cupertino
Small,185000,9.0,0,0,0,CA,Sunnyvale
Small,80000,1.0,1,0,0,CA,Glendale
Large,215000,8.0,0,1,0,WA,Seattle
Small,15000,1.0,0,0,0,NC,Charlotte
Small,118000,5.0,1,0,0,IL,Chicago
Large,510000,11.0,1,0,0,WA,Bellevue
Small,118000,2.0,0,1,0,OR,Portland
Large,327000,2.0,0,0,1,CA,Menlo Park
Small,176000,2.0,0,0,0,TX,Austin
Medium,156000,10.0,1,0,0,NY,New York
Large,225000,11.0,0,0,1,WA,Bellevue
Small,95000,4.0,0,0,0,DC,Washington
Small,210000,6.0,0,0,0,NJ,Jersey City
Small,266000,20.0,0,0,0,DC,Washington
Small,83000,3.0,0,1,0,MD,Columbia
Medium,197000,9.0,1,0,0,MI,Traverse City
Small,150000,4.0,0,1,0,MA,Cambridge
Small,125000,5.0,1,0,0,DC,Washington
Small,120000,5.0,0,0,0,MI,Dearborn
Small,500000,8.0,0,1,0,CA,San Francisco
Medium,518000,6.0,1,0,0,WA,Seattle
Large,211000,5.0,1,0,0,CA,San Francisco
Small,195000,3.0,0,0,1,CA,San Francisco
Large,283000,9.0,0,0,1,WA,Seattle
Large,414000,10.0,0,0,1,CA,San Francisco
Large,305000,3.0,1,0,0,CA,San Francisco
Large,235000,1.0,0,0,1,CA,Menlo Park
Small,450000,5.0,0,0,0,CA,San Francisco
Small,260000,8.0,0,0,0,CA,San Francisco
Small,188000,5.0,0,0,0,CA,San Bruno
Small,78000,3.0,1,0,0,AZ,Phoenix
Small,92000,2.0,1,0,0,NY,New York
Small,165000,6.0,0,0,1,WI,Madison
Small,128000,1.0,0,0,0,NY,New York
Large,237000,2.0,0,0,1,MA,Cambridge
Small,190000,7.0,0,0,0,DE,Wilmington
Small,191000,2.0,0,0,1,NC,Charlotte
Medium,388000,0.0,0,0,1,CA,San Francisco
Small,195000,0.0,0,0,1,CA,San Francisco
Small,180000,5.0,1,0,0,AZ,Phoenix
Small,121000,2.0,0,0,0,NY,New York
Large,296000,9.0,1,0,0,CA,Menlo Park
Small,140000,4.0,1,0,0,MA,Wellesley
Small,100000,3.0,0,0,0,CO,Denver
Small,148000,4.0,1,0,0,TX,Plano
Large,182000,7.0,0,0,1,WA,Redmond
Medium,205000,7.0,0,0,0,CA,Mountain View
Medium,450000,7.0,0,0,0,CA,Cupertino
Small,130000,3.0,0,1,0,NV,Las Vegas
Small,115000,1.0,0,0,0,CA,Irvine
Large,180000,1.0,0,0,1,WA,Seattle
Large,297000,5.0,0,0,1,CA,Menlo Park
Medium,199000,0.0,0,0,1,CA,Mountain View
Small,185000,2.0,0,0,1,MA,Boston
Small,170000,4.0,1,0,0,NY,New York
Small,189000,8.0,1,0,0,NJ,Jersey City
Large,215000,8.0,0,0,0,TX,Dallas
Large,257000,3.0,0,0,1,TX,Austin
Medium,372000,2.0,1,0,0,CA,San Francisco
Medium,251000,4.0,0,1,0,CA,San Francisco
Medium,166000,1.0,0,0,0,CA,San Jose
Small,95000,3.0,1,0,0,TX,Dallas
Small,254000,2.0,1,0,0,CA,San Francisco
Small,187000,13.0,0,0,1,AL,Huntsville
Large,291000,4.0,0,1,0,NY,New York
Large,242000,0.0,0,0,1,CA,Menlo Park
Small,144000,3.0,1,0,0,IL,Chicago
Small,577000,10.0,0,1,0,CA,San Francisco
Medium,160000,6.0,1,0,0,NY,New York
Medium,415000,5.0,0,0,1,CA,San Francisco
Large,297000,2.0,0,1,0,NY,New York
Small,185000,2.0,0,0,1,NY,New York
Small,205000,5.0,1,0,0,TX,Austin
Small,313000,7.0,1,0,0,IL,Chicago
Small,159000,2.0,0,1,0,WA,Seattle
Small,386000,6.0,0,0,0,CA,San Francisco
Small,236000,8.0,1,0,0,CA,South San Francisco
Small,253000,8.0,0,0,1,NY,New York
Large,142000,3.0,1,0,0,TX,Austin
Small,260000,4.0,0,0,0,CA,San Francisco
Small,142000,2.0,0,0,0,NY,New York
Small,310000,5.0,1,0,0,CA,San Francisco
Small,130000,3.0,1,0,0,DE,Wilmington
Small,147000,5.0,0,0,1,NC,Charlotte
Small,128000,1.0,1,0,0,CA,South San Francisco
Large,273000,6.0,1,0,0,CA,San Francisco
Small,162000,0.0,1,0,0,CA,Sunnyvale
Small,160000,1.0,0,0,1,VA,Manassas
Medium,311000,2.0,0,0,1,CA,San Francisco
Small,150000,2.0,1,0,0,IL,Chicago
Small,350000,7.0,0,0,0,CA,San Francisco
Large,230000,1.0,0,0,0,CA,Menlo Park
Small,150000,3.0,1,0,0,WA,Seattle
Large,210000,2.0,0,1,0,WA,Seattle
Small,260000,7.0,1,0,0,CA,South San Francisco
Small,538000,14.0,0,0,1,NJ,Basking Ridge
Small,188000,5.0,0,0,1,OR,Hillsboro
Small,120000,5.0,1,0,0,AR,Bentonville
Small,174000,5.0,0,1,0,OR,Hillsboro
Small,100000,1.0,0,0,1,IL,Chicago
Large,163000,5.0,1,0,0,WA,Seattle
Small,190000,3.0,1,0,0,CA,San Jose
Small,173000,1.0,0,0,1,CA,Foster City
Large,203000,0.0,1,0,0,WA,Seattle
Large,205000,6.0,0,1,0,WA,Seattle
Medium,327000,6.0,0,0,0,CA,San Francisco
Medium,73000,2.0,0,1,0,MN,Rochester
Medium,115000,2.0,0,1,0,TX,Austin
Small,344000,5.0,0,0,1,CA,Sunnyvale
Small,315000,5.0,0,1,0,CA,San Francisco
Small,310000,6.0,1,0,0,CA,San Jose
Small,217000,7.0,0,0,1,CA,San Francisco
Small,152000,15.0,1,0,0,OH,Cincinnati
Small,225000,3.0,1,0,0,NY,New York
Small,150000,2.0,1,0,0,IL,Chicago
Large,375000,5.0,0,0,1,CA,Menlo Park
Large,420000,7.0,1,0,0,NY,New York
Medium,125000,1.0,0,1,0,NY,New York
Small,650000,15.0,1,0,0,CA,San Francisco
Large,170000,10.0,0,0,0,WA,Redmond
Large,193000,5.0,1,0,0,WA,Redmond
Small,162000,8.0,1,0,0,CA,Santa Monica
Small,54000,2.0,0,0,0,MA,Boston
Small,300000,20.0,0,0,0,CA,La Jolla
Small,184000,4.0,0,0,1,OR,Portland
Small,100000,2.0,1,0,0,MN,Saint Paul
Small,230000,3.0,1,0,0,CA,San Francisco
Small,150000,2.0,0,1,0,NY,New York
Large,265000,5.0,0,0,0,NY,New York
Small,198000,16.0,0,0,1,NY,New York
Small,257000,5.0,1,0,0,CA,Mountain View
Small,520000,6.0,1,0,0,CA,San Francisco
Small,109000,0.0,0,0,0,WA,Seattle
Large,363000,5.0,1,0,0,WA,Seattle
Small,133000,15.0,0,0,0,VA,Richmond
Small,161000,4.0,0,0,0,MA,Boston
Small,195000,7.0,1,0,0,NY,New York
Large,337000,4.0,1,0,0,WA,Seattle
Large,156000,8.0,1,0,0,WA,Seattle
Large,345000,7.0,0,0,1,WA,Seattle
Small,150000,4.0,1,0,0,TX,Dallas
Small,107000,5.0,0,1,0,OR,Hillsboro
Large,740000,10.0,0,0,1,CA,Menlo Park
Small,213000,3.0,1,0,0,MA,Boston
Small,400000,3.0,1,0,0,CA,San Jose
Large,310000,4.0,1,0,0,CA,Menlo Park
Small,222000,4.0,0,1,0,CA,San Francisco
Large,234000,8.0,1,0,0,CA,Menlo Park
Medium,187000,5.0,0,0,0,WA,Seattle
Large,166000,1.0,1,0,0,WA,Redmond
Small,136000,0.0,0,0,0,TX,Austin
Large,173000,0.0,0,0,0,WA,Seattle
Small,142000,4.0,1,0,0,TX,Austin
Small,210000,6.0,1,0,0,TX,Austin
Small,157000,0.0,1,0,0,NJ,Hoboken
Large,214000,4.0,0,1,0,WA,Seattle
Small,400000,25.0,0,0,1,TX,San Antonio
Small,210000,0.0,0,0,1,CA,South San Francisco
Small,190000,2.0,0,0,0,CA,San Francisco
Large,230000,8.0,1,0,0,MA,Cambridge
Small,115000,1.0,0,0,0,CA,Santa Clara
Small,113000,5.0,0,1,0,DC,Washington
Small,108000,3.0,1,0,0,NY,New York
Small,179000,2.0,0,0,1,NC,Charlotte
Small,205000,2.0,1,0,0,CA,San Jose
Small,205000,2.0,1,0,0,CA,San Jose
Small,153000,6.0,1,0,0,AL,Birmingham
Small,200000,5.0,0,0,0,CA,Irvine
Small,129000,3.0,0,0,0,MA,Boston
Large,232000,1.0,0,0,1,WA,Seattle
Small,85000,0.0,0,0,0,IL,Chicago
Small,374000,6.0,0,0,0,CA,Santa Monica
Large,315000,14.0,1,0,0,NY,New York
Small,87000,2.0,0,1,0,NY,New York
Small,95000,0.0,0,0,1,PA,Pittsburgh
Small,98000,5.0,0,0,0,MD,Baltimore
Large,250000,2.0,0,0,1,WA,Seattle
Small,320000,7.0,1,0,0,CA,San Francisco
Small,120000,3.0,1,0,0,MI,Detroit
Small,420000,6.0,1,0,0,CA,Los Gatos
Small,165000,7.0,0,1,0,OR,Portland
Small,126000,2.0,1,0,0,VA,Vienna
Large,231000,4.0,1,0,0,WA,Seattle
Small,192000,10.0,0,0,0,CA,San Francisco
Large,249000,5.0,0,1,0,CA,San Francisco
Large,300000,4.0,0,0,1,WA,Seattle
Small,80000,1.0,1,0,0,PA,Philadelphia
Large,210000,5.0,0,0,0,WA,Redmond
Small,375000,5.0,0,0,1,MA,Worcester
Small,115000,8.0,0,0,0,TX,Irving
Small,138000,0.0,0,0,0,CA,Sunnyvale
Large,420000,4.0,0,0,0,CA,Menlo Park
Small,150000,10.0,0,0,1,PA,Pittsburgh
Small,106000,5.0,1,0,0,NY,New York
Small,174000,6.0,0,0,0,CA,San Francisco
Small,154000,5.0,0,0,0,CA,San Francisco
Large,180000,2.0,1,0,0,CO,Denver
Small,500000,11.0,1,0,0,NY,New York
Small,284000,3.0,0,1,0,NY,New York
Small,300000,7.0,0,0,0,CA,Mountain View
Small,156000,6.0,1,0,0,NC,Raleigh
Small,105000,3.0,0,1,0,TX,Dallas
Small,125000,10.0,1,0,0,AZ,Phoenix
Small,520000,9.0,1,0,0,CA,Oakland
Small,140000,0.0,0,0,1,NC,Charlotte
Small,84000,2.0,1,0,0,IL,Chicago
Small,190000,2.0,1,0,0,WA,Seattle
Small,272000,8.0,0,0,0,CA,San Jose
Large,198000,2.0,0,0,0,WA,Seattle
Large,295000,10.0,0,0,1,WA,Seattle
Small,205000,1.0,0,1,0,CA,Redwood City
Medium,266000,0.0,0,0,1,CA,Mountain View
Small,105000,5.0,1,0,0,TX,Dallas
Small,220000,2.0,0,0,0,CA,Los Angeles
Large,367000,7.0,1,0,0,CA,San Francisco
Large,245000,5.0,0,0,0,WA,Redmond
Large,323000,7.0,0,0,0,WA,Redmond
Large,283000,7.0,0,0,1,WA,Seattle
Large,198000,5.0,0,0,0,WA,Redmond
Small,235000,4.0,1,0,0,CA,San Francisco
Small,38000,3.0,1,0,0,IN,Ireland
Small,146000,6.0,0,0,0,NC,Cary
Small,312000,2.0,0,1,0,CA,San Francisco
Small,400000,10.0,0,0,1,MA,Boston
Small,148000,2.0,1,0,0,AR,Bentonville
Small,110000,3.0,1,0,0,GA,Alpharetta
Large,262000,11.0,0,0,0,WA,Seattle
Small,385000,0.0,0,0,1,CA,Los Angeles
Large,234000,15.0,1,0,0,WA,Seattle
Large,228000,2.0,0,0,1,WA,Seattle
Large,212000,5.0,1,0,0,WA,Seattle
Small,180000,2.0,0,0,0,CA,San Bruno
Small,196000,0.0,1,0,0,NY,New York
Large,245000,2.0,0,0,0,NY,New York
Small,630000,6.0,0,0,1,CA,Los Angeles
Small,215000,8.0,1,0,0,CA,San Jose
Small,205000,4.0,0,0,1,WA,Bellevue
Large,189000,3.0,0,0,0,TX,Austin
Small,185000,2.0,0,0,0,CA,San Francisco
Small,255000,5.0,1,0,0,CA,San Jose
Medium,280000,4.0,0,0,0,CA,San Francisco
Small,400000,2.0,0,0,1,CA,San Francisco
Large,330000,8.0,0,0,1,WA,Seattle
Small,200000,5.0,1,0,0,CA,Los Angeles
Small,163000,5.0,0,0,0,WA,Seattle
Small,248000,8.0,0,0,0,CA,Mountain View
Large,194000,3.0,0,0,1,WA,Redmond
Large,274000,1.0,0,0,1,CA,Santa Monica
Medium,400000,11.0,0,0,0,CA,Cupertino
Small,112000,5.0,0,0,0,MI,Dearborn
Large,217000,3.0,0,0,0,CA,Menlo Park
Large,201000,5.0,1,0,0,WA,Seattle
Large,214000,5.0,1,0,0,WA,Seattle
Small,170000,3.0,1,0,0,IL,Chicago
Small,128000,6.0,1,0,0,OH,Columbus
Small,236000,8.0,0,0,1,OR,Hillsboro
Small,592000,3.0,0,0,0,CA,San Francisco
Medium,336000,9.0,0,1,0,CA,Mountain View
Small,130000,13.0,0,1,0,MN,Minneapolis
Small,154000,16.0,1,0,0,MI,Dearborn
Small,102000,4.0,0,0,0,NY,New York
Large,317000,1.0,0,0,0,WA,Seattle
Small,201000,3.0,1,0,0,CA,Sunnyvale
Large,209000,13.0,0,1,0,WA,Seattle
Small,245000,5.0,0,0,1,CA,Sunnyvale
Large,339000,4.0,0,0,1,NY,New York
Small,135000,4.0,0,1,0,CA,San Francisco
Small,350000,3.0,0,0,1,CA,San Francisco
Medium,185000,8.0,0,1,0,CA,San Francisco
Large,165000,0.0,0,0,0,WA,Seattle
Small,385000,0.0,0,0,1,CA,Los Angeles
Large,370000,9.0,0,0,0,WA,Seattle
Large,152000,5.0,1,0,0,WA,Seattle
Small,190000,1.0,0,1,0,CA,San Francisco
Small,120000,4.0,0,0,0,TX,Houston
Large,248000,3.0,0,0,1,WA,Seattle
Large,360000,7.0,0,0,0,CA,Menlo Park
Small,139000,1.0,1,0,0,TX,Dallas
Small,143000,5.0,0,0,0,NY,New York
Small,580000,16.0,0,0,1,CA,San Francisco
Small,74000,2.0,0,0,0,MA,Boston
Small,169000,2.0,0,0,0,CA,San Diego
Small,350000,5.0,0,0,1,CA,South San Francisco
Large,225000,7.0,1,0,0,GA,Atlanta
Small,240000,5.0,0,0,0,CA,San Francisco
Small,160000,6.0,0,0,0,CA,Sunnyvale
Medium,252000,2.0,0,0,1,CA,Mountain View
Small,300000,15.0,1,0,0,CA,San Francisco
Small,134000,5.0,1,0,0,DC,Washington
Large,190000,10.0,0,0,0,WA,Seattle
Large,400000,10.0,0,0,0,WA,Seattle
Medium,134000,3.0,0,1,0,TX,Austin
Large,160000,4.0,0,0,1,VA,Arlington
Large,340000,7.0,0,0,0,CA,San Francisco
