company,totalyearlycompensation,yearsofexperience,Masters_Degree,Bachelors_Degree,Doctorate_Degree,state,city
Large,445000,10.0,1,0,0,CA,Mountain View
Small,112000,7.0,1,0,0,NC,Raleigh
Small,220000,5.0,0,0,0,CA,Milpitas
Small,195000,6.0,1,0,0,NY,New York
Small,122000,5.0,1,0,0,NY,New York
Small,99000,6.0,0,0,0,MA,Boston
Small,325000,5.0,0,0,0,CA,San Francisco
Small,205000,6.0,0,0,1,CA,Berkeley
Small,116000,11.0,1,0,0,CA,San Francisco
Small,257000,8.0,0,0,0,CA,San Francisco
Medium,135000,7.0,1,0,0,DC,Washington
Small,200000,5.0,0,0,0,CA,San Francisco
Medium,182000,2.0,1,0,0,CA,San Francisco
Small,150000,4.0,0,1,0,MA,Boston
Large,266000,7.0,1,0,0,NY,New York
Small,146000,3.0,0,1,0,CA,San Francisco
Small,150000,3.0,1,0,0,NY,New York
Small,142000,2.0,1,0,0,CA,Foster City
Medium,245000,1.0,0,0,1,CA,San Francisco
Medium,140000,2.0,1,0,0,NY,New York
Small,120000,3.0,1,0,0,CA,San Francisco
Medium,123000,3.0,1,0,0,NY,Armonk
Small,239000,11.0,0,0,1,OR,Hillsboro
Large,300000,10.0,0,0,0,CA,San Francisco
Small,152000,2.0,0,0,0,CA,Santa Clara
Small,185000,5.0,0,0,1,CA,Los Angeles
Small,143000,6.0,0,1,0,NY,New York
Large,154000,3.0,0,0,1,WA,Seattle
Large,238000,3.0,1,0,0,WA,Seattle
Small,274000,2.0,0,0,0,CA,San Francisco
Small,275000,3.0,0,0,0,CA,San Francisco
Medium,570000,12.0,0,0,0,CA,Mountain View
Small,145000,5.0,1,0,0,IL,Chicago Heights
Small,130000,3.0,0,0,0,CA,San Francisco
Small,200000,5.0,0,0,0,NC,Charlotte
Small,426000,4.0,0,0,1,CA,Menlo Park
Small,227000,3.0,1,0,0,NY,New York
Small,400000,10.0,1,0,0,CA,San Bruno
Small,200000,5.0,1,0,0,CA,San Francisco
Small,90000,2.0,0,1,0,CA,San Jose
Small,115000,3.0,0,1,0,CA,San Jose
Small,91000,6.0,1,0,0,GA,Atlanta
Small,425000,9.0,0,0,0,CA,Sunnyvale
Large,278000,2.0,1,0,0,CA,Menlo Park
Small,250000,3.0,0,0,0,CA,San Francisco
Small,115000,2.0,1,0,0,NY,New York
Small,138000,3.0,0,1,0,NY,New York
Large,330000,6.0,0,0,1,CA,San Francisco
Small,270000,15.0,0,1,0,CA,Sunnyvale
Small,168000,4.0,0,0,0,NY,New York
Small,225000,5.0,1,0,0,CA,Menlo Park
Small,250000,4.0,0,0,0,CA,Los Angeles
Small,235000,7.0,0,0,0,NY,New York
Small,265000,5.0,1,0,0,CO,Boulder
Small,160000,0.0,1,0,0,CA,San Francisco
Small,1000000,16.0,0,0,0,CA,San Francisco
Small,477000,4.0,0,0,0,CA,San Francisco
Large,157000,1.0,1,0,0,CA,Menlo Park
Small,181000,5.0,0,0,0,MA,Boston
Small,128000,2.0,0,0,0,NY,New York
Small,198000,11.0,0,0,0,WA,Seattle
Small,325000,10.0,0,0,1,CA,Palo Alto
Small,293000,5.0,1,0,0,CA,San Francisco
Small,165000,5.0,0,0,0,NY,New York
Large,150000,2.0,0,0,0,CA,San Francisco
Small,215000,5.0,1,0,0,TX,Austin
Small,185000,2.0,1,0,0,NY,Brooklyn
Small,240000,11.0,1,0,0,AR,Bentonville
Large,320000,5.0,0,0,1,WA,Seattle
Small,125000,1.0,1,0,0,TX,Plano
Small,250000,5.0,0,0,0,WA,Seattle
Small,366000,12.0,0,0,0,AR,Bentonville
Small,148000,4.0,0,0,0,CO,Denver
Small,105000,0.0,1,0,0,OK,Oklahoma City
Small,146000,1.0,1,0,0,CA,Newport Beach
Small,395000,4.0,1,0,0,CA,San Francisco
Large,235000,3.0,1,0,0,WA,Seattle
Small,97000,3.0,1,0,0,FL,Orlando
Small,155000,1.0,1,0,0,NY,New York
Large,211000,5.0,1,0,0,WA,Seattle
Medium,101000,1.0,0,1,0,IL,Chicago
Small,197000,0.0,0,0,1,CA,Foster City
Small,131000,5.0,1,0,0,CT,Hartford
Small,350000,7.0,1,0,0,CA,San Francisco
Small,210000,3.0,1,0,0,NY,New York
Small,167000,7.0,1,0,0,RI,Woonsocket
Small,106000,3.0,0,0,0,TX,Austin
Small,322000,4.0,1,0,0,CA,Sunnyvale
Small,680000,6.0,0,0,0,CA,San Francisco
Small,119000,3.0,1,0,0,NV,Las Vegas
Small,210000,9.0,0,0,1,NC,Raleigh
Large,165000,3.0,0,0,1,WA,Seattle
Small,130000,2.0,0,0,0,NY,New York
Medium,332000,5.0,0,0,1,NY,New York
Small,120000,4.0,1,0,0,IL,Chicago
Large,270000,5.0,1,0,0,WA,Seattle
Large,210000,2.0,0,0,0,UT,Redmond
Small,108000,7.0,0,1,0,TX,Dallas
Small,140000,0.0,0,0,0,MA,Boston
Medium,110000,2.0,0,1,0,CA,San Jose
Small,129000,6.0,1,0,0,TX,Dallas
Small,310000,6.0,1,0,0,CA,San Jose
Small,133000,5.0,1,0,0,DC,Washington
Large,230000,5.0,1,0,0,WA,Seattle
Small,156000,6.0,0,0,0,DC,Washington
Small,200000,6.0,0,0,0,TX,Austin
Small,220000,4.0,1,0,0,NY,New York
Small,140000,1.0,0,0,0,CA,Newport Beach
Small,185000,5.0,1,0,0,NY,New York
Medium,163000,20.0,0,0,0,CO,Colorado Springs
Small,156000,13.0,0,0,1,AL,Huntsville
Small,85000,3.0,0,0,0,NC,Charlotte
Small,135000,3.0,1,0,0,CA,Sunnyvale
Small,208000,8.0,0,0,0,NY,New York
Small,135000,3.0,1,0,0,VA,Richmond
Large,167000,4.0,0,0,0,WA,Seattle
Large,400000,10.0,1,0,0,MA,Boston
Large,182000,3.0,1,0,0,NY,New York
Small,95000,2.0,0,0,0,NY,New York
Medium,192000,0.0,1,0,0,CA,San Francisco
Medium,304000,6.0,1,0,0,CA,Cupertino
Large,242000,4.0,0,0,0,NY,New York
Large,259000,5.0,1,0,0,CA,Palo Alto
Medium,170000,2.0,0,0,0,NY,Armonk
Large,464000,8.0,0,0,0,CA,San Francisco
Small,170000,4.0,1,0,0,CA,Redwood City
Small,137000,4.0,1,0,0,DC,Washington
Small,120000,3.0,0,0,0,VA,Herndon
Small,145000,4.0,1,0,0,CA,Mountain View
Small,190000,4.0,1,0,0,CA,Mountain View
Medium,110000,1.0,0,0,0,WA,Seattle
Large,272000,16.0,1,0,0,WA,Seattle
Small,160000,5.0,0,0,0,CA,Los Angeles
Large,210000,2.0,1,0,0,WA,Seattle
Small,120000,10.0,0,1,0,VA,Richmond
Small,226000,1.0,0,0,0,CA,Menlo Park
Small,89000,1.0,0,1,0,UT,Provo
Small,400000,5.0,0,0,0,NY,New York
Small,200000,7.0,0,1,0,CA,San Francisco
Medium,174000,5.0,0,0,0,TX,Austin
Small,200000,34.0,0,0,0,NY,New York
Medium,119000,6.0,0,0,1,NC,Raleigh
Medium,225000,4.0,0,0,0,CA,Cupertino
Small,276000,7.0,0,0,1,CA,San Francisco
Small,90000,4.0,1,0,0,NC,Charlotte
Small,200000,5.0,0,0,0,CA,San Francisco
Small,155000,2.0,0,1,0,NY,New York
Small,320000,5.0,0,0,0,CA,Sunnyvale
Large,193000,6.0,0,0,1,WA,Seattle
Small,285000,3.0,0,0,1,CA,San Francisco
Small,123000,8.0,1,0,0,IL,Chicago
Large,431000,3.0,0,0,1,WA,Seattle
Large,255000,6.0,0,0,1,OK,Tulsa
Large,204000,2.0,0,0,0,GA,Atlanta
Small,270000,4.0,0,0,0,CA,Los Angeles
Small,97000,2.0,0,0,0,NY,New York
Small,148000,4.0,0,1,0,WA,Seattle
Small,70000,2.0,1,0,0,MS,Mississippi State
Large,165000,4.0,0,0,0,IL,Chicago
Medium,190000,4.0,1,0,0,CA,Sunnyvale
Small,170000,10.0,0,0,0,VA,Arlington
Medium,182000,5.0,0,0,0,NY,New York
Small,174000,5.0,0,0,0,CA,Milpitas
Small,150000,4.0,0,0,0,CA,San Francisco
Small,157000,5.0,0,0,0,VA,Arlington
Small,180000,8.0,0,0,0,AR,Bentonville
Small,148000,3.0,0,0,0,OH,Columbus
Medium,140000,2.0,0,0,0,NY,Armonk
Small,120000,1.0,0,0,0,OH,Cincinnati
Medium,200000,8.0,1,0,0,TX,Austin
Medium,227000,7.0,1,0,0,CA,Cupertino
Small,167000,4.0,0,0,0,PA,Philadelphia
Small,178000,4.0,1,0,0,FL,Miami
Small,141000,6.0,0,0,1,FL,Orlando
Small,186000,1.0,0,0,0,CA,Sunnyvale
Small,463000,7.0,0,0,0,CA,San Francisco
Small,125000,2.0,0,0,0,NY,New York
Small,283000,4.0,0,0,0,CA,Mountain View
Small,130000,4.0,0,0,0,OR,Portland
Large,360000,10.0,0,0,1,WA,Seattle
Large,160000,15.0,0,1,0,GA,Atlanta
Small,114000,3.0,0,1,0,TX,Dallas
Small,184000,3.0,0,0,1,MI,Detroit
Small,95000,2.0,0,1,0,IL,Bloomington
Small,140000,4.0,0,0,0,NJ,Basking Ridge
Large,270000,1.0,0,0,1,CA,Menlo Park
Medium,130000,2.0,0,0,0,CA,Hawaiian Gardens
Small,286000,10.0,0,0,0,VA,Fairfax
Small,120000,2.0,0,0,0,FL,Boca Raton
Small,34000,0.0,0,0,0,NH,Dublin
Large,280000,8.0,0,0,0,CA,Menlo Park
Small,118000,5.0,0,0,0,MA,Boston
Small,176000,2.0,0,0,1,MA,Boston
Small,332000,4.0,1,0,0,CA,Sunnyvale
Small,150000,2.0,0,0,0,NY,New York
Small,193000,2.0,1,0,0,WA,Seattle
Small,120000,5.0,0,1,0,DC,Washington
Small,254000,3.0,0,0,1,CA,Sunnyvale
Small,199000,2.0,1,0,0,CA,San Jose
Small,140000,2.0,0,0,0,CO,Denver
Small,139000,2.0,1,0,0,CA,Pleasanton
Small,488000,15.0,1,0,0,CA,San Francisco
Large,290000,14.0,0,0,0,WA,Seattle
Small,186000,0.0,1,0,0,CA,Redwood City
Small,525000,6.0,0,0,0,CA,Los Gatos
Medium,197000,3.0,0,1,0,CA,San Francisco
Medium,228000,8.0,1,0,0,TX,Austin
Large,256000,4.0,0,0,0,CA,San Francisco
Small,241000,10.0,0,1,0,CA,San Jose
Small,260000,7.0,0,0,0,WA,Seattle
Small,87000,3.0,1,0,0,MD,Columbia
Small,309000,5.0,0,0,0,CA,San Francisco
Large,226000,10.0,1,0,0,CA,Fremont
Small,170000,4.0,0,0,1,VA,Arlington
Large,238000,3.0,0,0,0,CA,Menlo Park
Large,230000,5.0,0,0,0,GA,Atlanta
Large,250000,2.0,1,0,0,WA,Seattle
Small,141000,1.0,0,0,1,IL,Chicago
Small,350000,10.0,0,0,0,CA,San Francisco
Small,205000,2.0,0,0,0,CA,San Francisco
Large,159000,1.0,1,0,0,WA,Redmond
Small,176000,5.0,0,0,0,GA,Atlanta
Small,198000,1.0,1,0,0,CA,San Francisco
Small,295000,2.0,1,0,0,CA,San Francisco
Small,144000,1.0,0,1,0,CA,San Francisco
Medium,250000,1.0,0,0,0,CA,San Francisco
Small,168000,2.0,0,0,1,MA,Boston
Medium,225000,8.0,0,1,0,CA,Cupertino
Small,195000,2.0,1,0,0,CA,San Jose
Large,246000,2.0,0,0,1,CA,Menlo Park
Small,100000,4.0,0,0,1,TX,Dallas
Small,210000,15.0,0,0,0,MA,Boston
Large,192000,7.0,0,0,0,WA,Seattle
Large,172000,7.0,1,0,0,CA,Los Angeles
Small,120000,5.0,0,1,0,VA,Arlington
Small,221000,14.0,0,0,1,PA,King of Prussia
Large,165000,5.0,0,1,0,WA,Seattle
Large,190000,1.0,0,0,1,MA,Cambridge
Medium,259000,2.0,0,0,0,CA,San Francisco
Small,650000,8.0,0,0,1,NY,New York
Small,81000,0.0,0,1,0,TX,Dallas
Large,300000,5.0,1,0,0,CA,Menlo Park
Small,233000,6.0,0,1,0,WA,Seattle
Small,250000,5.0,0,0,0,CA,San Jose
Small,176000,5.0,1,0,0,CA,San Diego
Small,150000,2.0,0,0,0,NY,New York
Large,385000,14.0,1,0,0,CA,Menlo Park
Small,140000,2.0,1,0,0,MA,Boston
Small,415000,12.0,1,0,0,CA,San Francisco
Large,181000,3.0,1,0,0,WA,Seattle
Small,175000,9.0,1,0,0,CA,San Jose
Small,112000,0.0,0,1,0,NY,New York
Small,249000,14.0,0,0,0,CA,San Francisco
Small,116000,1.0,0,0,0,CA,Los Angeles
Small,130000,1.0,0,0,0,NJ,Newark
Large,212000,2.0,1,0,0,WA,Redmond
Small,578000,5.0,0,0,0,CA,San Francisco
Small,485000,6.0,1,0,0,CA,San Francisco
Medium,149000,20.0,0,0,0,CO,Colorado Springs
Small,190000,5.0,0,0,0,WA,Seattle
Large,180000,4.0,1,0,0,WA,Seattle
Medium,130000,3.0,0,0,1,GA,Atlanta
Large,260000,6.0,1,0,0,WA,Seattle
Large,213000,9.0,1,0,0,WA,Seattle
Small,145000,0.0,0,0,0,NC,Charlotte
Small,168000,2.0,1,0,0,CA,Santa Clara
Small,110000,6.0,0,0,0,VA,Arlington
Small,161000,1.0,1,0,0,NY,New York
Small,183000,0.0,0,0,1,OR,Portland
Small,231000,5.0,0,1,0,CA,Los Angeles
Small,227000,3.0,0,0,0,CA,San Jose
Small,140000,1.0,0,1,0,CA,San Francisco
Small,16000,0.0,0,1,0,IN,Indianapolis
Small,157000,6.0,0,0,0,IL,Chicago
Small,245000,4.0,0,0,1,NY,New York
Small,78000,1.0,0,1,0,GA,Atlanta
Small,505000,3.0,0,0,1,CA,Los Gatos
Large,246000,5.0,0,0,1,WA,Seattle
Small,243000,2.0,0,0,1,CA,Sunnyvale
Large,300000,7.0,0,0,0,CA,San Francisco
Medium,303000,15.0,0,0,0,NY,New York
Small,142000,2.0,0,0,0,NY,New York
Small,85000,2.0,0,1,0,NY,New York
Small,158000,0.0,0,0,0,NY,New York
Small,151000,5.0,0,0,1,VA,Vienna
Small,155000,1.0,0,1,0,IL,Chicago
Small,345000,2.0,0,0,1,CA,San Francisco
Small,149000,3.0,0,0,0,WA,Seattle
Medium,223000,8.0,0,1,0,TX,Austin
Small,209000,6.0,0,0,0,TX,Dallas
Small,145000,15.0,1,0,0,TN,Memphis
Large,206000,0.0,0,0,1,WA,Redmond
Small,123000,3.0,0,0,0,NY,New York
Small,200000,4.0,1,0,0,CA,Milpitas
Small,213000,8.0,1,0,0,AR,Bentonville
Large,432000,9.0,0,0,0,WA,Seattle
Small,171000,5.0,1,0,0,NC,Raleigh
Medium,175000,2.0,0,0,0,CA,San Francisco
Small,130000,7.0,1,0,0,IL,Chicago
Small,139000,4.0,1,0,0,NY,New York
Small,158000,2.0,0,0,0,NY,New York
Small,290000,12.0,1,0,0,NY,New York
Small,220000,4.0,1,0,0,MA,Boston
Small,99000,10.0,1,0,0,TN,Memphis
Small,152000,3.0,0,0,1,OR,Portland
Small,205000,3.0,0,0,0,CA,Los Angeles
Small,200000,8.0,0,0,0,MA,Boston
Small,115000,4.0,1,1,0,TX,Austin
Small,165000,5.0,0,0,0,NY,New York
Large,200000,4.0,0,0,0,WA,Seattle
Medium,248000,3.0,0,1,0,CA,Cupertino
Large,357000,7.0,1,0,0,CA,San Francisco
Large,225000,2.0,0,0,0,WA,Seattle
Small,159000,3.0,0,0,1,OR,Portland
Small,120000,6.0,0,0,0,GA,Atlanta
Small,375000,7.0,0,0,0,NY,New York
Small,230000,10.0,0,0,0,PA,Malvern
Medium,225000,10.0,1,0,0,CA,Mountain View
Small,564000,9.0,0,0,1,CA,San Francisco
Large,338000,2.0,0,1,0,NY,New York
Small,265000,13.0,1,0,0,CA,Palo Alto
Small,196000,10.0,1,0,0,NC,Charlotte
Large,400000,9.0,0,0,0,WA,Seattle
Small,91000,0.0,0,0,0,DC,Washington
Large,200000,6.0,0,0,0,NY,New York
Large,412000,10.0,0,1,0,NY,New York
Small,90000,4.0,0,0,0,CO,Denver
Medium,145000,6.0,0,0,1,NC,Raleigh
Small,120000,4.0,0,0,0,TX,Dallas
Small,311000,6.0,1,0,0,CO,Boulder
Small,268000,4.0,1,0,0,CA,San Francisco
Medium,275000,3.0,0,0,1,CA,San Francisco
Small,225000,2.0,0,0,0,CA,San Francisco
Small,290000,10.0,0,0,1,WA,Seattle
Small,240000,6.0,1,0,0,MA,Boston
Small,115000,15.0,1,0,0,ID,Boise
Small,200000,9.0,0,0,0,CA,San Diego
Large,330000,5.0,0,0,0,WA,Seattle
Medium,105000,2.0,0,1,0,NY,New York
Small,185000,6.0,1,0,0,NY,New York
Medium,219000,9.0,1,0,0,CA,Mountain View
Large,304000,9.0,0,1,0,CA,Menlo Park
Small,160000,3.0,1,0,0,CO,Denver
Small,172000,3.0,0,0,1,WA,Seattle
Small,90000,5.0,0,0,0,DE,Wilmington
Small,185000,1.0,0,1,0,IL,Chicago
Small,220000,5.0,0,0,1,CA,Pleasanton
Small,126000,5.0,1,0,0,TX,Austin
Small,250000,3.0,1,0,0,CA,San Francisco
Small,209000,6.0,1,0,0,CA,San Francisco
Large,265000,11.0,0,0,1,CA,Menlo Park
Small,131000,5.0,1,0,0,NY,New York
Small,176000,3.0,1,0,0,MA,Watertown
Small,130000,2.0,0,0,0,IL,Chicago
Small,158000,7.0,0,0,0,CA,San Francisco
Small,100000,0.0,0,1,0,MO,Louis
Small,123000,3.0,0,0,0,GA,Atlanta
Small,283000,3.0,0,0,0,CA,San Jose
Small,197000,2.0,0,0,0,CA,San Diego
Large,157000,0.0,0,0,0,WA,Seattle
Small,133000,4.0,0,0,0,VA,Fairfax
Small,148000,4.0,1,0,0,CA,San Francisco
Small,395000,10.0,0,0,0,CA,San Francisco
Small,409000,9.0,0,0,1,CA,San Diego
Small,157000,7.0,1,0,0,TX,Dallas
Small,337000,6.0,1,0,0,NJ,Hoboken
Small,105000,2.0,1,0,0,VA,Washington
Medium,265000,6.0,1,0,0,CA,Cupertino
Medium,132000,1.0,0,0,1,WA,Seattle
Large,179000,2.0,1,0,0,WA,Seattle
Small,132000,0.0,0,0,1,IL,Chicago
Small,163000,10.0,0,0,0,WA,Seattle
Small,125000,3.0,0,0,0,NJ,Newark
Small,98000,1.0,0,1,0,NY,New York
Small,188000,5.0,0,0,0,NY,New York
Small,104000,5.0,0,0,0,ID,Boise
Small,215000,5.0,1,0,0,NY,New York
Large,757000,5.0,0,0,0,CA,Mountain View
Small,140000,3.0,1,0,0,NY,New York
Large,190000,5.0,0,0,0,WA,Seattle
Small,142000,12.0,0,0,0,MI,Ann Arbor
Small,190000,0.0,0,0,1,NY,New York
Small,172000,4.0,1,0,0,NY,New York
Small,275000,9.0,0,0,0,WA,Seattle
Large,162000,0.0,1,0,0,WA,Redmond
Large,302000,9.0,0,1,0,CA,Menlo Park
Small,152000,8.0,0,0,0,DC,Washington
Small,165000,5.0,1,0,0,IL,Chicago
Small,400000,4.0,1,0,0,CA,Los Gatos
Small,130000,3.0,1,0,0,GA,Atlanta
Small,165000,5.0,1,0,0,NY,New York
Small,80000,0.0,0,1,0,PA,Philadelphia
Large,185000,3.0,0,0,0,WA,Seattle
Small,283000,6.0,0,0,0,MO,Mountain View
Small,237000,4.0,0,0,0,NY,New York
Small,158000,2.0,1,0,0,IL,Chicago
Small,121000,1.0,1,0,0,NJ,Jersey City
Small,140000,6.0,1,0,0,GA,Atlanta
Small,470000,10.0,1,0,0,CA,Mountain View
Small,120000,4.0,1,0,0,IL,Chicago
Small,144000,4.0,1,0,0,OH,Cincinnati
Small,179000,7.0,0,0,0,OR,Portland
Small,153000,2.0,1,0,0,WA,Seattle
Small,215000,9.0,0,1,0,MD,Annapolis Junction
Large,193000,9.0,1,0,0,WA,Seattle
Small,223000,7.0,1,0,0,WA,Seattle
Large,267000,10.0,0,0,0,WA,Seattle
Small,498000,5.0,0,0,0,CA,San Mateo
Small,108000,6.0,0,0,0,NJ,Holmdel
Large,250000,8.0,0,1,0,WA,Seattle
Small,300000,10.0,0,0,0,CA,Sunnyvale
Medium,133000,4.0,0,1,0,CA,San Francisco
Small,217000,16.0,0,0,0,CA,San Francisco
Large,200000,3.0,1,0,0,MA,Boston
Large,205000,3.0,1,0,0,MA,Boston
Small,175000,5.0,1,0,0,NY,New York
Large,334000,4.0,0,0,1,NY,New York
Large,232000,6.0,0,0,1,WA,Seattle
Medium,227000,8.0,1,0,0,CA,Cupertino
Small,146000,3.0,1,0,0,OR,Beaverton
Small,152000,4.0,0,0,1,CA,San Diego
Large,700000,16.0,1,0,0,CA,Menlo Park
Large,230000,13.0,0,0,0,WA,Seattle
Small,145000,8.0,0,0,0,PA,Philadelphia
Large,631000,11.0,1,0,0,NY,New York
Small,605000,5.0,0,0,1,CA,Los Gatos
Large,210000,7.0,0,0,0,WA,Seattle
Small,250000,5.0,1,0,0,CA,San Jose
Medium,145000,6.0,0,1,0,NY,New City
Small,110000,0.0,1,0,0,VA,West McLean
Small,120000,1.0,1,0,0,OR,Portland
Large,233000,2.0,0,1,0,CA,Menlo Park
Small,175000,9.0,0,0,0,GA,Atlanta
Small,250000,5.0,0,0,0,CA,Mountain View
Large,155000,6.0,0,0,0,WA,Seattle
Small,150000,2.0,0,0,0,NY,New York
Medium,165000,5.0,0,0,0,CA,San Jose
Small,155000,3.0,0,0,0,NY,New York
Large,230000,5.0,0,0,0,WA,Seattle
Large,140000,2.0,0,0,0,WA,Seattle
Large,250000,8.0,0,0,0,CA,Palo Alto
Large,185000,7.0,0,0,0,WA,Seattle
Large,260000,10.0,0,0,0,CA,Palo Alto
Small,135000,5.0,0,0,0,OH,Cincinnati
Large,740000,12.0,0,0,0,WA,Seattle
Small,190000,3.0,0,0,0,IL,Chicago
Medium,155000,5.0,0,0,0,DC,Washington
Small,185000,8.0,0,0,0,NJ,Roseland
Medium,685000,22.0,0,0,0,WA,Kirkland
Small,175000,6.0,0,0,0,CA,San Diego
